id,distractor,tv,reading,music,talking_phone,messaging,socnet,comp_video,other_comp,games,tv_socnet,tv_messaging,tv_comp_video,tv_other_comp,socnet_tv,socnet_messaging,socnet_comp_video,socnet_other_comp,messaging_tv,messaging_socnet,messaging_comp_video,messaging_other_comp,comp_video_tv,comp_video_socnet,comp_video_messaging,comp_video_other_comp,other_comp_tv,other_comp_socnet,other_comp_messaging,other_comp_comp_video,yob,gender,first_language,faculty,academic_performance,parents_qualification,navigation_tool,life1,life2,life3,recall_1,recall_2
893,stellies_confessions,Not at all,Not at all,3 hours or more,Less than 30 minutes,3 hours or more,1-2 hours,3 hours or more,30 minute to 1 hour,Not at all,Very often,Very often,Very often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Never,Never,Sometimes,Never,Very often,Sometimes,Often,Often,1999,Female,Afrikaans,Science,60-65%,Matric,Mouse,6,26,14,Stellies Confessions,Lunch
894,stellies_confessions,Not at all,1-2 hours,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Never,Sometimes,Sometimes,Very often,Very often,Very often,Never,Often,Very often,Very often,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Very often,1997,Male,English,Economic and Management Sciences,50-55%,University - Honours,Mouse,31,28,8,Stellies Confessions,Coffee
895,stellies_confessions,Less than 30 minutes,1-2 hours,3 hours or more,3 hours or more,3 hours or more,1-2 hours,2-3 hours,2-3 hours,Less than 30 minutes,Sometimes,Very often,Never,Never,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Never,Never,Often,Sometimes,Sometimes,Often,Often,Sometimes,1995,Male,English,Arts and Social Sciences,55-60%,Matric,Mouse,14,43,37,Stellies Confessions,Drinks
896,stellies_confessions,2-3 hours,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,30 minute to 1 hour,2-3 hours,Less than 30 minutes,Not at all,Often,Very often,Very often,Sometimes,Often,Very often,Very often,Sometimes,Often,Often,Often,Sometimes,Never,Often,Often,Never,Often,Often,Often,Never,1998,Female,Afrikaans,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,6,28,19,Stellies Confessions,Coffee
897,stellies_confessions,Less than 30 minutes,Less than 30 minutes,2-3 hours,Less than 30 minutes,3 hours or more,2-3 hours,3 hours or more,3 hours or more,3 hours or more,Very often,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Often,Often,Never,Sometimes,Very often,Very often,Never,Very often,Very often,Very often,1998,Male,English,Arts and Social Sciences,65-70%,Primary School,Mouse,39,8,11,Stellies Confessions,Coffee
898,stellies_confessions,1-2 hours,2-3 hours,3 hours or more,3 hours or more,3 hours or more,2-3 hours,3 hours or more,30 minute to 1 hour,Not at all,Very often,Never,Very often,Sometimes,Often,Often,Very often,Often,Very often,Sometimes,Often,Sometimes,Very often,Very often,Often,Sometimes,Never,Sometimes,Very often,Sometimes,1997,Female,English,Arts and Social Sciences,55-60%,Matric,Touch pad,9,22,11,Stellies Rage,Drinks
899,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,2-3 hours,Less than 30 minutes,2-3 hours,2-3 hours,1-2 hours,Sometimes,Often,Never,Often,Sometimes,Often,Sometimes,Sometimes,Often,Never,Often,Often,Never,Never,Often,Sometimes,Never,Never,Often,Never,1996,Male,English,Economic and Management Sciences,65-70%,Matric,Mouse,16,22,51,Stellies Confessions,Coffee
900,stellies_confessions,Not at all,Less than 30 minutes,1-2 hours,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Not at all,Never,Never,Never,Never,Never,Very often,Often,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Never,1995,Female,Other European language,Arts and Social Sciences,65-70%,University - Masters or PhD,Touch pad,19,49,14,Stellies Crushes,Dinner
901,stellies_confessions,1-2 hours,2-3 hours,30 minute to 1 hour,Not at all,Less than 30 minutes,30 minute to 1 hour,Not at all,Less than 30 minutes,Not at all,Often,Sometimes,Never,Never,Often,Sometimes,Often,Never,Often,Sometimes,Often,Never,Never,Often,Sometimes,Never,Often,Often,Sometimes,Never,1996,Female,Afrikaans,Economic and Management Sciences,More than 85%,Matric,Mouse,21,31,11,Stellies Confessions,Lunch
902,stellies_confessions,Not at all,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,Not at all,Never,Never,Never,Never,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1997,Female,English,Science,50-55%,University - Bachelors,Mouse,6,8,19,Stellies Rage,Coffee
903,stellies_confessions,1-2 hours,2-3 hours,3 hours or more,Less than 30 minutes,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Not at all,Never,Often,Never,Never,Never,Sometimes,Never,Sometimes,Often,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Sometimes,Never,1993,Female,English,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,24,14,8,Stellies Rage,Coffee
904,stellies_confessions,Less than 30 minutes,Not at all,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,1994,Male,English,Law,55-60%,Matric,Touch pad,28,8,37,Things Maties Say,Coffee
905,stellies_confessions,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Often,Very often,Very often,Often,Very often,Very often,Often,Often,Often,Often,Often,Sometimes,Very often,Often,Often,Often,Sometimes,Often,Very often,Sometimes,1999,Female,English,Law,65-70%,Matric,Mouse,15,25,30,Stellies Crushes,Coffee
906,stellies_confessions,Not at all,Less than 30 minutes,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,Less than 30 minutes,Less than 30 minutes,Very often,Very often,Often,Sometimes,Sometimes,Very often,Often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,1998,Male,Afrikaans,AgriSciences,50-55%,Matric,Touch pad,12,8,19,Things Maties Say,Coffee
907,stellies_confessions,Not at all,Less than 30 minutes,3 hours or more,Not at all,1-2 hours,Less than 30 minutes,30 minute to 1 hour,3 hours or more,Not at all,Never,Never,Never,Never,Never,Never,Sometimes,Very often,Never,Never,Often,Very often,Never,Never,Often,Very often,Never,Never,Often,Very often,1993,Male,Other European language,Science,More than 85%,University - Masters or PhD,Mouse,37,43,51,Stellies Confessions,Drinks
908,stellies_confessions,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,3 hours or more,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Very often,Very often,Never,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Often,Often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Often,Very often,Sometimes,1998,Female,English,Economic and Management Sciences,55-60%,Matric,Mouse,21,24,48,Stellies Confessions,Drinks
909,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,2-3 hours,Not at all,3 hours or more,1-2 hours,3 hours or more,3 hours or more,3 hours or more,Never,Very often,Sometimes,Sometimes,Never,Very often,Sometimes,Never,Sometimes,Sometimes,Often,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Very often,1997,Female,Afrikaans,AgriSciences,60-65%,University - Masters or PhD,Mouse,24,31,28,Stellies Rage,Coffee
910,stellies_confessions,30 minute to 1 hour,Less than 30 minutes,2-3 hours,Less than 30 minutes,30 minute to 1 hour,1-2 hours,3 hours or more,2-3 hours,30 minute to 1 hour,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1995,Male,English,Engineering,50-55%,University - Bachelors,Mouse,23,8,32,Things Maties Say,Coffee
911,stellies_confessions,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,3 hours or more,Less than 30 minutes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,1985,Male,English,Science,70-75%,University - Masters or PhD,Mouse,16,44,26,Stellies Rage,Dinner
912,stellies_confessions,Not at all,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,1-2 hours,Not at all,3 hours or more,2-3 hours,Not at all,Very often,Often,Never,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Never,Sometimes,Often,Often,Never,Never,Often,Very often,1994,Female,English,Economic and Management Sciences,50-55%,Matric,Mouse,14,17,26,Stellies Rage,Drinks
913,stellies_confessions,30 minute to 1 hour,1-2 hours,Less than 30 minutes,Less than 30 minutes,3 hours or more,30 minute to 1 hour,2-3 hours,Less than 30 minutes,Not at all,Sometimes,Often,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,1999,Female,English,Medicine and Health Sciences,65-70%,Matric,Touch pad,9,24,4,Stellies Confessions,Coffee
914,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,1997,Male,Afrikaans,Law,60-65%,University - Honours,Touch pad,21,8,26,Stellies Crushes,Coffee
916,stellies_confessions,2-3 hours,Less than 30 minutes,1-2 hours,Less than 30 minutes,3 hours or more,2-3 hours,2-3 hours,1-2 hours,30 minute to 1 hour,Very often,Very often,Never,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Never,Very often,Very often,Very often,Very often,Very often,Very often,Very often,1994,Male,English,Economic and Management Sciences,55-60%,University - Bachelors,Touch pad,16,17,4,Things Maties Say,Dinner
917,stellies_confessions,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Not at all,Not at all,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,Often,Never,Never,Often,Sometimes,Never,Never,Sometimes,Often,Sometimes,1996,Female,Afrikaans,Medicine and Health Sciences,75-80%,University - Bachelors,Touch pad,16,17,8,Stellies Confessions,Coffee
918,stellies_confessions,Not at all,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Not at all,30 minute to 1 hour,30 minute to 1 hour,Not at all,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1996,Male,Afrikaans,Engineering,60-65%,University - Bachelors,Mouse,28,37,24,Stellies Confessions,Lunch
919,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,2-3 hours,Less than 30 minutes,Less than 30 minutes,Not at all,1-2 hours,Less than 30 minutes,Not at all,Often,Often,Never,Never,Often,Sometimes,Often,Never,Sometimes,Often,Often,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,1996,Male,Afrikaans,Engineering,65-70%,Matric,Mouse,7,8,55,Things Maties Say,Drinks
920,stellies_confessions,Not at all,Not at all,1-2 hours,2-3 hours,2-3 hours,2-3 hours,Less than 30 minutes,Less than 30 minutes,Not at all,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1996,Male,English,Engineering,55-60%,Matric,Mouse,28,32,32,Stellies Confessions,Coffee
921,stellies_confessions,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,Sometimes,Sometimes,Never,Never,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Never,Sometimes,Never,1996,Male,Afrikaans,Engineering,55-60%,University - Masters or PhD,Mouse,34,37,4,Things Maties Say,Drinks
922,stellies_confessions,1-2 hours,Not at all,2-3 hours,30 minute to 1 hour,3 hours or more,Less than 30 minutes,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Very often,Never,Never,Often,Often,Sometimes,Never,Very often,Sometimes,Very often,Never,Never,Sometimes,Often,Never,Never,Sometimes,Often,Often,1998,Female,English,Medicine and Health Sciences,60-65%,Matric,Mouse,9,11,4,Stellies Confessions,Lunch
923,stellies_confessions,2-3 hours,30 minute to 1 hour,3 hours or more,2-3 hours,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,1997,Female,English,Medicine and Health Sciences,65-70%,Primary School,Mouse,17,52,17,Stellies Confessions,Drinks
924,stellies_confessions,Not at all,30 minute to 1 hour,3 hours or more,Less than 30 minutes,2-3 hours,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Not at all,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,1995,Female,English,Education,65-70%,Matric,Touch pad,6,26,8,Things Maties Say,Drinks
925,stellies_confessions,Not at all,2-3 hours,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,2-3 hours,Less than 30 minutes,Not at all,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Often,Never,Never,Never,Often,Never,1997,Male,Afrikaans,Medicine and Health Sciences,75-80%,University - Masters or PhD,Mouse,3,35,4,Stellies Confessions,Coffee
926,stellies_confessions,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,1-2 hours,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Never,Often,Never,Never,Never,Often,Never,1998,Male,English,Engineering,65-70%,University - Honours,Touch pad,7,8,4,Stellies Rage,Dinner
927,stellies_confessions,1-2 hours,1-2 hours,3 hours or more,Less than 30 minutes,2-3 hours,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,Not at all,Sometimes,Often,Never,Sometimes,Sometimes,Often,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1997,Female,Afrikaans,Arts and Social Sciences,55-60%,University - Honours,Mouse,34,26,32,Things Maties Say,Drinks
928,stellies_confessions,Not at all,2-3 hours,3 hours or more,Not at all,2-3 hours,1-2 hours,Not at all,30 minute to 1 hour,Not at all,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,1995,Female,English,Economic and Management Sciences,60-65%,University - Bachelors,Mouse,33,31,37,Things Maties Say,Coffee
929,stellies_confessions,Not at all,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,1-2 hours,Less than 30 minutes,Less than 30 minutes,Often,Often,Never,Sometimes,Sometimes,Often,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,1998,Male,Afrikaans,Economic and Management Sciences,80-85%,University - Honours,Touch pad,24,28,34,Things Maties Say,Coffee
930,stellies_confessions,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Not at all,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Never,Often,Sometimes,1995,Male,English,Science,60-65%,University - Bachelors,Mouse,28,47,8,Stellies Confessions,Lunch
931,stellies_confessions,30 minute to 1 hour,Not at all,2-3 hours,30 minute to 1 hour,3 hours or more,1-2 hours,1-2 hours,1-2 hours,Not at all,Often,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1995,Female,English,Arts and Social Sciences,60-65%,Matric,Mouse,14,26,8,Stellies Confessions,Drinks
932,stellies_confessions,30 minute to 1 hour,1-2 hours,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,1-2 hours,Not at all,Very often,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Very often,1995,Female,isiXhosa,Arts and Social Sciences,65-70%,University - Bachelors,Touch pad,16,11,30,Things Maties Say,Coffee
933,stellies_confessions,Not at all,2-3 hours,3 hours or more,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,1988,Male,Afrikaans,Arts and Social Sciences,75-80%,University - Bachelors,Touch pad,10,17,4,Things Maties Say,Coffee
934,stellies_confessions,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,1-2 hours,2-3 hours,1-2 hours,3 hours or more,Sometimes,Sometimes,Never,Never,Never,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Often,1997,Male,English,Economic and Management Sciences,55-60%,Matric,Mouse,14,19,28,Stellies Confessions,Coffee
935,stellies_confessions,Not at all,Not at all,30 minute to 1 hour,Not at all,3 hours or more,3 hours or more,3 hours or more,Less than 30 minutes,Not at all,Very often,Very often,Never,Never,Very often,Very often,Very often,Often,Very often,Very often,Very often,Often,Sometimes,Very often,Very often,Often,Often,Very often,Very often,Very often,1996,Female,English,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,16,19,26,Stellies Confessions,Drinks
936,stellies_confessions,2-3 hours,3 hours or more,30 minute to 1 hour,Not at all,30 minute to 1 hour,Less than 30 minutes,Not at all,Less than 30 minutes,Less than 30 minutes,Often,Often,Never,Sometimes,Often,Never,Never,Never,Often,Often,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,1992,Female,English,Engineering,60-65%,University - Bachelors,Mouse,16,8,17,Stellies Confessions,Coffee
937,stellies_confessions,Not at all,Less than 30 minutes,2-3 hours,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,1-2 hours,30 minute to 1 hour,Often,Often,Often,Often,Sometimes,Very often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,1996,Female,Afrikaans,Economic and Management Sciences,65-70%,Matric,Mouse,29,31,33,Stellies Confessions,Drinks
938,stellies_confessions,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,Less than 30 minutes,3 hours or more,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Not at all,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,1997,Female,Afrikaans,Medicine and Health Sciences,70-75%,University - Bachelors,Touch pad,9,8,19,Stellies Confessions,Drinks
939,stellies_confessions,Not at all,Less than 30 minutes,30 minute to 1 hour,Not at all,3 hours or more,1-2 hours,1-2 hours,Less than 30 minutes,1-2 hours,Often,Very often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Often,1997,Female,English,Arts and Social Sciences,50-55%,University - Bachelors,Touch pad,4,18,4,Stellies Confessions,Drinks
940,stellies_confessions,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,1-2 hours,3 hours or more,3 hours or more,3 hours or more,1-2 hours,Not at all,Sometimes,Very often,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Never,Often,Very often,Sometimes,Never,Often,Often,Very often,1997,Male,Afrikaans,Economic and Management Sciences,60-65%,Matric,Touch pad,23,32,30,Stellies Confessions,Coffee
941,stellies_confessions,2-3 hours,3 hours or more,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Not at all,2-3 hours,Not at all,Not at all,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Often,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,1997,Female,English,Arts and Social Sciences,65-70%,Matric,Mouse,21,25,8,Things Maties Say,Lunch
942,stellies_confessions,Less than 30 minutes,30 minute to 1 hour,3 hours or more,Less than 30 minutes,30 minute to 1 hour,1-2 hours,3 hours or more,30 minute to 1 hour,Not at all,Very often,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Very often,1998,Female,Afrikaans,Engineering,45-50%,Matric,Mouse,16,33,37,Stellies Crushes,Drinks
943,stellies_confessions,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Not at all,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1996,Female,English,Science,55-60%,University - Bachelors,Mouse,3,14,14,Stellies Confessions,Coffee
944,stellies_confessions,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,2-3 hours,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Often,Very often,Never,Often,Often,Very often,Sometimes,Often,Never,Never,Often,Sometimes,Never,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Never,1996,Male,Afrikaans,Engineering,50-55%,University - Bachelors,Mouse,28,47,4,Stellies Confessions,Coffee
945,stellies_confessions,Not at all,2-3 hours,3 hours or more,Less than 30 minutes,3 hours or more,2-3 hours,3 hours or more,1-2 hours,1-2 hours,Often,Very often,Never,Never,Often,Very often,Sometimes,Sometimes,Often,Often,Often,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,1996,Male,Afrikaans,Science,65-70%,University - Bachelors,Mouse,22,41,33,Stellies Confessions,Dinner
946,stellies_confessions,Not at all,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,Less than 30 minutes,Not at all,Very often,Often,Never,Sometimes,Very often,Often,Very often,Sometimes,Very often,Very often,Very often,Often,Never,Very often,Often,Often,Very often,Often,Often,Often,1994,Female,Afrikaans,Medicine and Health Sciences,70-75%,University - Bachelors,Touch pad,22,37,37,Stellies Confessions,Lunch
947,stellies_confessions,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Often,Often,Never,Sometimes,Sometimes,Sometimes,Never,Often,Often,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Often,Never,1998,Female,Afrikaans,Economic and Management Sciences,65-70%,Matric,Mouse,28,4,31,Stellies Confessions,Coffee
948,stellies_confessions,1-2 hours,1-2 hours,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,Not at all,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,1992,Male,English,Engineering,55-60%,University - Bachelors,Mouse,31,37,41,Stellies Rage,Drinks
949,stellies_confessions,1-2 hours,Not at all,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,1-2 hours,2-3 hours,1-2 hours,Not at all,Often,Often,Very often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Very often,Never,Often,Very often,Very often,Often,Never,Sometimes,Often,Often,1997,Male,Afrikaans,Economic and Management Sciences,50-55%,University - Bachelors,Mouse,6,26,49,Stellies Confessions,Drinks
950,stellies_confessions,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Not at all,Never,Very often,Never,Never,Never,Very often,Never,Often,Never,Often,Never,Often,Never,Never,Often,Never,Never,Often,Often,Never,1995,Male,Afrikaans,Engineering,50-55%,Matric,Mouse,6,47,46,Things Maties Say,Coffee
951,stellies_confessions,1-2 hours,1-2 hours,2-3 hours,Less than 30 minutes,3 hours or more,30 minute to 1 hour,2-3 hours,1-2 hours,1-2 hours,Sometimes,Often,Never,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Often,Very often,Never,Sometimes,Often,Never,Never,Sometimes,Often,Never,1996,Male,English,Economic and Management Sciences,55-60%,Primary School,Mouse,3,8,17,Stellies Crushes,Coffee
952,stellies_confessions,Not at all,3 hours or more,30 minute to 1 hour,Less than 30 minutes,3 hours or more,1-2 hours,Not at all,Not at all,Not at all,Never,Never,Never,Never,Never,Very often,Never,Never,Never,Very often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Often,Often,1996,Male,English,Economic and Management Sciences,80-85%,University - Bachelors,Mouse,19,22,43,Stellies Confessions,Drinks
953,stellies_confessions,Not at all,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,1995,Female,English,Science,65-70%,University - Masters or PhD,Touch pad,6,26,31,Things Maties Say,Coffee
954,stellies_confessions,Less than 30 minutes,Less than 30 minutes,2-3 hours,Less than 30 minutes,2-3 hours,3 hours or more,3 hours or more,30 minute to 1 hour,Not at all,Often,Often,Never,Sometimes,Very often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Very often,Sometimes,1998,Male,English,Science,60-65%,University - Bachelors,Touch pad,23,28,40,Stellies Confessions,Drinks
