id,distractor,tv,reading,music,talking_phone,messaging,socnet,comp_video,other_comp,games,tv_socnet,tv_messaging,tv_comp_video,tv_other_comp,socnet_tv,socnet_messaging,socnet_comp_video,socnet_other_comp,messaging_tv,messaging_socnet,messaging_comp_video,messaging_other_comp,comp_video_tv,comp_video_socnet,comp_video_messaging,comp_video_other_comp,other_comp_tv,other_comp_socnet,other_comp_messaging,other_comp_comp_video,yob,gender,first_language,faculty,academic_performance,parents_qualification,navigation_tool,life1,life2,life3,recall_1,recall_2
1,absa,2-3 hours,30 minute to 1 hour,1-2 hours,Not at all,1-2 hours,1-2 hours,Less than 30 minutes,1-2 hours,2-3 hours,Very often,Very often,Never,Often,Often,Often,Never,Often,Very often,Very often,Sometimes,Often,Never,Often,Very often,Sometimes,Very often,Often,Often,Sometimes,1996,Female,English,Arts and Social Sciences,75-80%,University - Masters or PhD,Mouse,6,26,24,Absa,Shared growth
3,absa,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,1-2 hours,1-2 hours,1-2 hours,Not at all,Very often,Often,Never,Never,Often,Often,Often,Sometimes,Often,Often,Sometimes,Never,Never,Often,Often,Never,Never,Often,Sometimes,Sometimes,1990,Male,Other European language,Arts and Social Sciences,55-60%,University - Masters or PhD,Touch pad,21,37,4,Absa,Personal growth
4,absa,Less than 30 minutes,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,1995,Male,Other European language,Arts and Social Sciences,60-65%,Matric,Touch pad,6,38,28,Absa,Capital growth
5,absa,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Less than 30 minutes,2-3 hours,2-3 hours,1-2 hours,1-2 hours,Not at all,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,1995,Female,English,Arts and Social Sciences,70-75%,Matric,Mouse,23,26,14,Absa,Personal growth
6,absa,Not at all,2-3 hours,30 minute to 1 hour,Less than 30 minutes,3 hours or more,Not at all,2-3 hours,3 hours or more,Not at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Never,Sometimes,Very often,Often,Never,Very often,Very often,Never,1994,Male,Afrikaans,Science,70-75%,University - Bachelors,Mouse,34,31,47,Absa,Personal growth
7,absa,30 minute to 1 hour,3 hours or more,Not at all,30 minute to 1 hour,3 hours or more,3 hours or more,1-2 hours,Less than 30 minutes,Not at all,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,Often,Often,Sometimes,Never,1985,Female,Afrikaans,Arts and Social Sciences,65-70%,Primary School,Mouse,9,4,32,Absa,Personal growth
8,absa,Not at all,Not at all,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Not at all,1-2 hours,1-2 hours,30 minute to 1 hour,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Never,Often,Never,Sometimes,Sometimes,Very often,Sometimes,1993,Female,Afrikaans,Engineering,55-60%,University - Bachelors,Touch pad,23,14,31,Absa,Personal growth
9,absa,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Not at all,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Never,Often,Often,Never,Sometimes,Sometimes,Often,Never,1998,Female,English,Law,70-75%,University - Bachelors,Touch pad,14,4,8,FNB,Personal growth
10,absa,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Not at all,Often,Very often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,1997,Male,English,Law,65-70%,University - Honours,Touch pad,22,24,24,Absa,Personal growth
11,absa,30 minute to 1 hour,1-2 hours,2-3 hours,Less than 30 minutes,2-3 hours,2-3 hours,1-2 hours,1-2 hours,Less than 30 minutes,Very often,Very often,Never,Often,Very often,Very often,Very often,Often,Very often,Very often,Very often,Often,Never,Often,Often,Often,Very often,Often,Often,Sometimes,1992,Female,Afrikaans,Education,70-75%,Matric,Touch pad,19,26,43,Absa,Shared growth
12,absa,Not at all,3 hours or more,3 hours or more,1-2 hours,1-2 hours,1-2 hours,3 hours or more,30 minute to 1 hour,Not at all,Never,Never,Never,Never,Never,Often,Often,Sometimes,Never,Often,Often,Often,Never,Sometimes,Sometimes,Sometimes,Never,Often,Often,Often,1996,Female,Other African language,Economic and Management Sciences,65-70%,University - Bachelors,Mouse,28,31,19,Absa,Shared growth
13,absa,Not at all,Less than 30 minutes,2-3 hours,Less than 30 minutes,3 hours or more,2-3 hours,2-3 hours,Less than 30 minutes,Not at all,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Never,Often,Never,Often,Often,Often,Often,Often,Often,Often,1994,Female,English,Engineering,70-75%,University - Bachelors,Touch pad,9,17,19,Nedbank,Shared growth
14,absa,Not at all,Less than 30 minutes,1-2 hours,Less than 30 minutes,2-3 hours,1-2 hours,3 hours or more,3 hours or more,30 minute to 1 hour,Often,Often,Never,Sometimes,Often,Never,Often,Never,Often,Never,Never,Never,Sometimes,Often,Often,Often,Never,Never,Sometimes,Never,1994,Male,Afrikaans,Engineering,55-60%,University - Masters or PhD,Touch pad,37,40,63,Absa,Personal growth
15,absa,Not at all,1-2 hours,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Not at all,1-2 hours,2-3 hours,Not at all,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Often,Sometimes,1994,Male,English,Law,60-65%,University - Masters or PhD,Touch pad,28,48,11,Absa,Shared growth
16,absa,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,1996,Male,Afrikaans,AgriSciences,65-70%,University - Bachelors,Mouse,22,33,39,Absa,Business growth
17,absa,Less than 30 minutes,3 hours or more,1-2 hours,Less than 30 minutes,3 hours or more,3 hours or more,Less than 30 minutes,Less than 30 minutes,Not at all,Often,Very often,Sometimes,Sometimes,Never,Very often,Never,Very often,Never,Sometimes,Never,Never,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Never,1996,Male,Other African language,Science,55-60%,University - Bachelors,Mouse,19,22,31,Absa,Shared growth
18,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,Not at all,2-3 hours,1-2 hours,1-2 hours,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Often,Sometimes,Never,Never,Often,Very often,1993,Male,English,Engineering,55-60%,Matric,Mouse,16,47,11,Absa,Personal growth
19,absa,Not at all,2-3 hours,2-3 hours,30 minute to 1 hour,3 hours or more,1-2 hours,3 hours or more,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Often,Often,Very often,Often,Often,Very often,Often,Often,Never,Often,Often,Often,Never,Sometimes,Often,Very often,1996,Female,Other African language,Science,60-65%,University - Honours,Touch pad,3,4,17,FNB,Shared growth
20,absa,Not at all,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,1-2 hours,3 hours or more,30 minute to 1 hour,1-2 hours,Not at all,Very often,Very often,Often,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Often,Never,Often,Often,Never,Never,Sometimes,Sometimes,Sometimes,1994,Female,Afrikaans,AgriSciences,55-60%,University - Honours,Mouse,6,37,4,Absa,Personal growth
21,absa,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,3 hours or more,1-2 hours,2-3 hours,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Often,Never,Sometimes,Never,Very often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,1995,Male,Afrikaans,Engineering,60-65%,Matric,Mouse,33,8,41,Absa,Capital growth
22,absa,30 minute to 1 hour,1-2 hours,1-2 hours,Less than 30 minutes,3 hours or more,3 hours or more,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,Often,Very often,Sometimes,Sometimes,Often,Very often,Very often,Very often,Very often,Very often,Very often,Often,Sometimes,Very often,Very often,Sometimes,Very often,Often,Very often,Sometimes,1997,Male,English,Medicine and Health Sciences,80-85%,University - Masters or PhD,Touch pad,34,44,41,Absa,Capital growth
23,absa,3 hours or more,Less than 30 minutes,1-2 hours,Less than 30 minutes,2-3 hours,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Very often,Sometimes,Never,Often,Often,Sometimes,Never,Very often,Very often,Often,Sometimes,Sometimes,Often,Often,Never,Sometimes,Often,Often,Often,1998,Female,English,Arts and Social Sciences,60-65%,Matric,Mouse,12,32,4,Absa,Shared growth
24,absa,Not at all,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,2-3 hours,1-2 hours,Not at all,Never,Often,Never,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Sometimes,Never,1997,Male,English,Law,50-55%,University - Bachelors,Touch pad,31,61,41,Absa,Personal growth
25,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,1-2 hours,Not at all,Not at all,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1993,Male,Other European language,AgriSciences,80-85%,University - Masters or PhD,Touch pad,26,31,31,Standard Bank,Capital growth
27,absa,Not at all,Less than 30 minutes,Not at all,Less than 30 minutes,2-3 hours,Less than 30 minutes,3 hours or more,30 minute to 1 hour,3 hours or more,Sometimes,Often,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,Very often,Sometimes,Never,Sometimes,Often,Never,Never,Sometimes,Often,Never,1996,Male,English,Science,55-60%,University - Honours,Mouse,24,51,43,Absa,Shared growth
28,absa,Not at all,2-3 hours,3 hours or more,30 minute to 1 hour,3 hours or more,Not at all,2-3 hours,3 hours or more,Not at all,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,1996,Female,English,Engineering,70-75%,Matric,Mouse,28,26,24,Absa,Personal growth
29,absa,1-2 hours,30 minute to 1 hour,2-3 hours,Less than 30 minutes,2-3 hours,30 minute to 1 hour,3 hours or more,1-2 hours,2-3 hours,Very often,Often,Very often,Sometimes,Very often,Often,Very often,Never,Often,Sometimes,Often,Sometimes,Very often,Often,Very often,Often,Often,Sometimes,Very often,Very often,1998,Male,English,Economic and Management Sciences,55-60%,University - Bachelors,Mouse,41,31,38,Absa,Personal growth
30,absa,1-2 hours,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,1-2 hours,1-2 hours,2-3 hours,Less than 30 minutes,Not at all,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Often,Very often,Very often,Very often,1997,Male,Afrikaans,Economic and Management Sciences,55-60%,University - Bachelors,Other,4,4,4,FNB,Business growth
31,absa,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,1-2 hours,1-2 hours,3 hours or more,30 minute to 1 hour,1-2 hours,Never,Never,Never,Never,Never,Often,Often,Often,Never,Often,Often,Often,Never,Never,Often,Often,Never,Never,Often,Often,1998,Male,English,Engineering,70-75%,University - Masters or PhD,Mouse,9,43,37,Absa,Shared growth
32,absa,Less than 30 minutes,1-2 hours,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,2-3 hours,Less than 30 minutes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,1993,Male,English,Engineering,60-65%,Matric,Mouse,28,69,41,Absa,Shared growth
33,absa,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Not at all,Often,Often,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1997,Male,English,Medicine and Health Sciences,75-80%,University - Masters or PhD,Touch pad,3,4,4,Absa,Shared growth
34,absa,Less than 30 minutes,1-2 hours,30 minute to 1 hour,2-3 hours,2-3 hours,30 minute to 1 hour,2-3 hours,2-3 hours,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,1995,Male,English,Engineering,70-75%,Matric,Mouse,28,37,32,Absa,Shared growth
35,absa,2-3 hours,3 hours or more,3 hours or more,Less than 30 minutes,3 hours or more,1-2 hours,3 hours or more,3 hours or more,Not at all,Often,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Often,Often,Sometimes,Sometimes,Very often,Very often,Very often,1996,Female,Afrikaans,Arts and Social Sciences,60-65%,University - Bachelors,Mouse,16,26,38,Absa,Personal growth
36,absa,Less than 30 minutes,Less than 30 minutes,3 hours or more,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Not at all,Not at all,Very often,Very often,Never,Sometimes,Very often,Very often,Very often,Often,Often,Never,Often,Often,Never,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,1996,Female,Afrikaans,Law,80-85%,University - Masters or PhD,Touch pad,14,24,28,FNB,Shared growth
37,absa,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,2-3 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Very often,Never,Sometimes,Often,Very often,Often,Sometimes,Very often,Very often,Very often,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Sometimes,Never,1998,Female,Afrikaans,Economic and Management Sciences,50-55%,University - Masters or PhD,Touch pad,3,6,5,Absa,Shared growth
38,absa,Not at all,30 minute to 1 hour,3 hours or more,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Sometimes,Often,Never,Sometimes,Never,Often,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Never,Often,Often,Often,1996,Male,English,Economic and Management Sciences,70-75%,University - Masters or PhD,Mouse,7,26,48,Standard Bank,Shared growth
39,absa,1-2 hours,Less than 30 minutes,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,2-3 hours,2-3 hours,1-2 hours,Often,Very often,Never,Very often,Very often,Very often,Very often,Sometimes,Very often,Very often,Often,Often,Sometimes,Very often,Very often,Very often,Often,Very often,Very often,Very often,1996,Male,Afrikaans,Theology,55-60%,University - Masters or PhD,Touch pad,16,37,55,FNB,Business growth
40,absa,Less than 30 minutes,2-3 hours,1-2 hours,3 hours or more,3 hours or more,1-2 hours,3 hours or more,3 hours or more,Not at all,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1994,Female,Other African language,Economic and Management Sciences,55-60%,University - Masters or PhD,Mouse,33,8,24,FNB,Business growth
41,absa,2-3 hours,2-3 hours,Not at all,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Never,Very often,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Often,Never,Sometimes,Sometimes,Never,Very often,Very often,Very often,Sometimes,1995,Female,English,Economic and Management Sciences,65-70%,University - Bachelors,Touch pad,9,24,19,Absa,Capital growth
42,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,3 hours or more,3 hours or more,3 hours or more,1-2 hours,Very often,Very often,Very often,Very often,Often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Often,Very often,Very often,Very often,Sometimes,Very often,Often,Sometimes,1998,Male,isiXhosa,Arts and Social Sciences,65-70%,University - Bachelors,Touch pad,6,24,28,Absa,Shared growth
43,absa,Not at all,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,1-2 hours,30 minute to 1 hour,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Often,Never,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Often,1997,Male,English,Law,65-70%,University - Masters or PhD,Touch pad,6,31,14,Standard Bank,Business growth
44,absa,1-2 hours,Less than 30 minutes,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,30 minute to 1 hour,Not at all,Not at all,Very often,Very often,Never,Never,Very often,Very often,Often,Never,Very often,Very often,Sometimes,Never,Very often,Very often,Very often,Never,Sometimes,Often,Very often,Sometimes,1995,Female,English,Arts and Social Sciences,65-70%,Matric,Mouse,33,19,19,Standard Bank,Capital growth
45,absa,Not at all,2-3 hours,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,Not at all,Not at all,Not at all,Often,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,1995,Male,English,Economic and Management Sciences,55-60%,University - Bachelors,Mouse,23,45,8,Absa,Personal growth
46,absa,Less than 30 minutes,1-2 hours,3 hours or more,Less than 30 minutes,2-3 hours,3 hours or more,Less than 30 minutes,30 minute to 1 hour,2-3 hours,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Never,Never,Often,Sometimes,Never,Never,Often,Sometimes,Never,1996,Male,Afrikaans,Economic and Management Sciences,55-60%,University - Honours,Mouse,6,32,35,FNB,Shared growth
47,absa,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Not at all,Less than 30 minutes,Not at all,Often,Often,Never,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,1997,Female,English,Economic and Management Sciences,55-60%,Matric,Mouse,22,35,4,Absa,Capital growth
48,absa,1-2 hours,Less than 30 minutes,2-3 hours,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,1-2 hours,Very often,Very often,Very often,Very often,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,1997,Male,Afrikaans,Economic and Management Sciences,50-55%,University - Bachelors,Mouse,12,22,28,Absa,Capital growth
49,absa,30 minute to 1 hour,1-2 hours,2-3 hours,Less than 30 minutes,Less than 30 minutes,1-2 hours,3 hours or more,30 minute to 1 hour,2-3 hours,Often,Sometimes,Never,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,1996,Male,Afrikaans,Arts and Social Sciences,60-65%,University - Masters or PhD,Mouse,16,31,33,Absa,Shared growth
50,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,3 hours or more,1-2 hours,Less than 30 minutes,Never,Never,Never,Never,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,1997,Male,Other European language,Economic and Management Sciences,70-75%,University - Masters or PhD,Touch pad,16,28,31,Absa,Capital growth
51,absa,1-2 hours,2-3 hours,3 hours or more,Less than 30 minutes,Less than 30 minutes,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,1993,Male,English,Arts and Social Sciences,55-60%,University - Bachelors,Touch pad,28,38,8,Absa,Shared growth
52,absa,1-2 hours,3 hours or more,3 hours or more,2-3 hours,3 hours or more,3 hours or more,2-3 hours,1-2 hours,Not at all,Very often,Very often,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Very often,Very often,Never,1998,Female,isiXhosa,Medicine and Health Sciences,70-75%,Matric,Touch pad,4,12,25,Nedbank,Personal growth
53,absa,Less than 30 minutes,3 hours or more,Less than 30 minutes,Less than 30 minutes,1-2 hours,Not at all,Less than 30 minutes,30 minute to 1 hour,2-3 hours,Never,Sometimes,Never,Often,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,1995,Male,Afrikaans,Arts and Social Sciences,70-75%,University - Masters or PhD,Touch pad,28,26,31,Absa,Shared growth
54,absa,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,Not at all,Often,Often,Very often,Sometimes,Never,Sometimes,Often,Often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Never,Very often,Often,Sometimes,1997,Male,English,Economic and Management Sciences,60-65%,Matric,Other,3,4,4,Absa,Shared growth
55,absa,Not at all,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,2-3 hours,3 hours or more,3 hours or more,2-3 hours,Not at all,Very often,Very often,Sometimes,Often,Very often,Very often,Very often,Often,Very often,Very often,Sometimes,Often,Never,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Often,1996,Female,Other European language,Economic and Management Sciences,65-70%,Matric,Touch pad,16,14,4,Absa,Business growth
56,absa,Not at all,30 minute to 1 hour,Not at all,Less than 30 minutes,1-2 hours,Not at all,Less than 30 minutes,30 minute to 1 hour,Not at all,Sometimes,Often,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Often,Sometimes,1994,Male,Afrikaans,Engineering,60-65%,University - Bachelors,Mouse,34,45,41,Standard Bank,Capital growth
57,absa,Less than 30 minutes,Less than 30 minutes,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,2-3 hours,Less than 30 minutes,Not at all,Often,Often,Never,Never,Often,Often,Often,Never,Never,Often,Often,Never,Never,Often,Often,Never,Never,Sometimes,Often,Never,1997,Male,English,Engineering,60-65%,University - Bachelors,Touch pad,34,51,26,Absa,Business growth
58,absa,Less than 30 minutes,3 hours or more,1-2 hours,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,3 hours or more,Not at all,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1994,Female,Other African language,Economic and Management Sciences,55-60%,University - Masters or PhD,Mouse,23,37,45,Absa,Personal growth
59,absa,Less than 30 minutes,3 hours or more,3 hours or more,30 minute to 1 hour,1-2 hours,1-2 hours,30 minute to 1 hour,Less than 30 minutes,Not at all,Very often,Very often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Often,Sometimes,Sometimes,Very often,Very often,Very often,1997,Female,Afrikaans,Engineering,50-55%,Matric,Mouse,34,41,43,Standard Bank,Business growth
60,absa,Not at all,Less than 30 minutes,1-2 hours,Not at all,30 minute to 1 hour,1-2 hours,1-2 hours,1-2 hours,Not at all,Often,Often,Never,Never,Often,Often,Sometimes,Sometimes,Often,Very often,Very often,Often,Never,Often,Very often,Sometimes,Sometimes,Often,Very often,Sometimes,1998,Male,English,Economic and Management Sciences,75-80%,University - Honours,Touch pad,19,8,28,Absa,Shared growth
61,absa,Less than 30 minutes,Not at all,3 hours or more,Less than 30 minutes,Less than 30 minutes,Not at all,1-2 hours,1-2 hours,1-2 hours,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,1995,Male,English,Economic and Management Sciences,55-60%,University - Bachelors,Mouse,6,26,44,Absa,Shared growth
62,absa,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,1-2 hours,2-3 hours,Not at all,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1994,Female,Other African language,Economic and Management Sciences,55-60%,University - Masters or PhD,Mouse,28,8,47,Absa,Personal growth
63,absa,Less than 30 minutes,1-2 hours,Less than 30 minutes,Less than 30 minutes,2-3 hours,3 hours or more,3 hours or more,2-3 hours,30 minute to 1 hour,Often,Often,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1992,Male,English,Engineering,55-60%,Matric,Mouse,31,37,47,Absa,Shared growth
64,absa,2-3 hours,2-3 hours,2-3 hours,1-2 hours,3 hours or more,3 hours or more,3 hours or more,2-3 hours,Not at all,Often,Often,Never,Sometimes,Often,Often,Very often,Very often,Often,Often,Very often,Very often,Never,Often,Often,Often,Never,Often,Often,Often,1997,Female,English,Arts and Social Sciences,80-85%,University - Honours,Touch pad,12,26,26,Absa,Capital growth
65,absa,3 hours or more,30 minute to 1 hour,1-2 hours,Less than 30 minutes,3 hours or more,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,Very often,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Very often,Often,Often,Sometimes,Never,Sometimes,Very often,Never,1995,Female,English,Arts and Social Sciences,70-75%,Matric,Mouse,6,19,28,Absa,Personal growth
66,absa,Not at all,Less than 30 minutes,Less than 30 minutes,Not at all,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Sometimes,Very often,Very often,Never,Never,Very often,Sometimes,Never,Never,Very often,Often,1992,Male,English,Law,60-65%,Matric,Touch pad,21,51,4,Absa,Shared growth
67,absa,Not at all,Less than 30 minutes,1-2 hours,Not at all,1-2 hours,2-3 hours,3 hours or more,2-3 hours,1-2 hours,Often,Often,Never,Sometimes,Never,Often,Often,Sometimes,Never,Often,Very often,Sometimes,Never,Often,Very often,Sometimes,Never,Often,Often,Very often,1996,Male,English,Science,75-80%,Matric,Mouse,19,28,26,Absa,Shared growth
